,unit,ts,qty
135,7d9f0d14c4d5002143ef75e2b2052645,2021-05-10,0.0
136,7d9f0d14c4d5002143ef75e2b2052645,2021-05-17,0.0
137,7d9f0d14c4d5002143ef75e2b2052645,2021-05-24,0.0
138,7d9f0d14c4d5002143ef75e2b2052645,2021-05-31,0.0
139,7d9f0d14c4d5002143ef75e2b2052645,2021-06-07,0.0
140,0818ab7b4eca7adb4e64eb212fb9cbfb,2021-03-08,430.4104058072366
141,0818ab7b4eca7adb4e64eb212fb9cbfb,2021-03-15,0.0
142,0818ab7b4eca7adb4e64eb212fb9cbfb,2021-03-22,3.380496751482127
143,0818ab7b4eca7adb4e64eb212fb9cbfb,2021-03-29,10.600077433869416
144,0818ab7b4eca7adb4e64eb212fb9cbfb,2021-04-05,4.2573835532797375
145,0818ab7b4eca7adb4e64eb212fb9cbfb,2021-04-12,0.0
146,0818ab7b4eca7adb4e64eb212fb9cbfb,2021-04-19,0.0
147,0818ab7b4eca7adb4e64eb212fb9cbfb,2021-04-26,0.0
148,0818ab7b4eca7adb4e64eb212fb9cbfb,2021-05-03,0.0
149,0818ab7b4eca7adb4e64eb212fb9cbfb,2021-05-10,0.0
150,0818ab7b4eca7adb4e64eb212fb9cbfb,2021-05-17,128.8026719437125
151,0818ab7b4eca7adb4e64eb212fb9cbfb,2021-05-24,9.616092876911097
152,0818ab7b4eca7adb4e64eb212fb9cbfb,2021-05-31,1.812487883729666
153,0818ab7b4eca7adb4e64eb212fb9cbfb,2021-06-07,235.57712724685126
154,25ccef256132ff49d1cdfa3f450f28da,2021-03-08,48.610384460700956
155,25ccef256132ff49d1cdfa3f450f28da,2021-03-15,0.0
156,25ccef256132ff49d1cdfa3f450f28da,2021-03-22,6.730875161948586
157,25ccef256132ff49d1cdfa3f450f28da,2021-03-29,17.95750484832762
158,25ccef256132ff49d1cdfa3f450f28da,2021-04-05,1.1949280322323295
159,25ccef256132ff49d1cdfa3f450f28da,2021-04-12,8.777909853823177
160,25ccef256132ff49d1cdfa3f450f28da,2021-04-19,0.0
161,25ccef256132ff49d1cdfa3f450f28da,2021-04-26,4.34581358862803
162,25ccef256132ff49d1cdfa3f450f28da,2021-05-03,3.5228764220323736
163,25ccef256132ff49d1cdfa3f450f28da,2021-05-10,0.07769451215506072
164,25ccef256132ff49d1cdfa3f450f28da,2021-05-17,0.0
165,25ccef256132ff49d1cdfa3f450f28da,2021-05-24,0.0
166,25ccef256132ff49d1cdfa3f450f28da,2021-05-31,0.0
167,25ccef256132ff49d1cdfa3f450f28da,2021-06-07,0.0
168,9b9a5878205ada2e67ea36741305cfc6,2021-03-08,135.96129100172683
169,9b9a5878205ada2e67ea36741305cfc6,2021-03-15,36.851630692780006
170,9b9a5878205ada2e67ea36741305cfc6,2021-03-22,0.0
171,9b9a5878205ada2e67ea36741305cfc6,2021-03-29,16.88171446885943
172,9b9a5878205ada2e67ea36741305cfc6,2021-04-05,4.081580486893657
173,9b9a5878205ada2e67ea36741305cfc6,2021-04-12,30.860376385195202
174,9b9a5878205ada2e67ea36741305cfc6,2021-04-19,0.0
175,9b9a5878205ada2e67ea36741305cfc6,2021-04-26,0.0
176,9b9a5878205ada2e67ea36741305cfc6,2021-05-03,0.0
177,9b9a5878205ada2e67ea36741305cfc6,2021-05-10,0.0
178,9b9a5878205ada2e67ea36741305cfc6,2021-05-17,0.0
179,9b9a5878205ada2e67ea36741305cfc6,2021-05-24,0.0
180,9b9a5878205ada2e67ea36741305cfc6,2021-05-31,0.0
181,9b9a5878205ada2e67ea36741305cfc6,2021-06-07,0.0
182,54870354b5a51cb5d9159df67c90ee72,2021-03-08,8.948610916740108
183,54870354b5a51cb5d9159df67c90ee72,2021-03-15,2.308557859223697
184,54870354b5a51cb5d9159df67c90ee72,2021-03-22,91.96847568198643
185,54870354b5a51cb5d9159df67c90ee72,2021-03-29,267.0446307113161
186,54870354b5a51cb5d9159df67c90ee72,2021-04-05,72.4459171696264
187,54870354b5a51cb5d9159df67c90ee72,2021-04-12,666.4002405081974
188,54870354b5a51cb5d9159df67c90ee72,2021-04-19,103.64218238397478
189,54870354b5a51cb5d9159df67c90ee72,2021-04-26,362.0996769560462
190,54870354b5a51cb5d9159df67c90ee72,2021-05-03,402.4194591053725
191,54870354b5a51cb5d9159df67c90ee72,2021-05-10,441.19781901389786
192,54870354b5a51cb5d9159df67c90ee72,2021-05-17,423.0391613272963
193,54870354b5a51cb5d9159df67c90ee72,2021-05-24,844.383734885552
194,54870354b5a51cb5d9159df67c90ee72,2021-05-31,13.564501040051141
195,54870354b5a51cb5d9159df67c90ee72,2021-06-07,0.0
196,f012113e9e2997c2329bfc9215d0f12d,2021-03-08,1315.695134777404
197,f012113e9e2997c2329bfc9215d0f12d,2021-03-15,31.679991597443802
198,f012113e9e2997c2329bfc9215d0f12d,2021-03-22,13.254639476804643
199,f012113e9e2997c2329bfc9215d0f12d,2021-03-29,0.0
200,f012113e9e2997c2329bfc9215d0f12d,2021-04-05,0.0
201,f012113e9e2997c2329bfc9215d0f12d,2021-04-12,220.74300185049003
202,f012113e9e2997c2329bfc9215d0f12d,2021-04-19,0.0
203,f012113e9e2997c2329bfc9215d0f12d,2021-04-26,120.21605099804128
204,f012113e9e2997c2329bfc9215d0f12d,2021-05-03,93.62428810624124
205,f012113e9e2997c2329bfc9215d0f12d,2021-05-10,315.6152143517405
206,f012113e9e2997c2329bfc9215d0f12d,2021-05-17,0.0
207,f012113e9e2997c2329bfc9215d0f12d,2021-05-24,104.9950684798074
208,f012113e9e2997c2329bfc9215d0f12d,2021-05-31,0.0
209,f012113e9e2997c2329bfc9215d0f12d,2021-06-07,0.0
210,7f67440d8d9cb2b7d2baf3c82e8d64e6,2021-03-08,27.687609219025823
211,7f67440d8d9cb2b7d2baf3c82e8d64e6,2021-03-15,0.0
212,7f67440d8d9cb2b7d2baf3c82e8d64e6,2021-03-22,0.0
213,7f67440d8d9cb2b7d2baf3c82e8d64e6,2021-03-29,0.0
214,7f67440d8d9cb2b7d2baf3c82e8d64e6,2021-04-05,0.0
215,7f67440d8d9cb2b7d2baf3c82e8d64e6,2021-04-12,0.0
216,7f67440d8d9cb2b7d2baf3c82e8d64e6,2021-04-19,0.0
217,7f67440d8d9cb2b7d2baf3c82e8d64e6,2021-04-26,0.0
218,7f67440d8d9cb2b7d2baf3c82e8d64e6,2021-05-03,0.0
219,7f67440d8d9cb2b7d2baf3c82e8d64e6,2021-05-10,0.0
220,7f67440d8d9cb2b7d2baf3c82e8d64e6,2021-05-17,0.0
221,7f67440d8d9cb2b7d2baf3c82e8d64e6,2021-05-24,0.0
222,7f67440d8d9cb2b7d2baf3c82e8d64e6,2021-05-31,0.0
223,7f67440d8d9cb2b7d2baf3c82e8d64e6,2021-06-07,0.0
224,0f3c5a7d9fa33c4f74421382e1c239d6,2021-03-08,816.540774662273
225,0f3c5a7d9fa33c4f74421382e1c239d6,2021-03-15,81.71942691215384
226,0f3c5a7d9fa33c4f74421382e1c239d6,2021-03-22,1.3328396016559056
227,0f3c5a7d9fa33c4f74421382e1c239d6,2021-03-29,365.6974414018579
228,0f3c5a7d9fa33c4f74421382e1c239d6,2021-04-05,113.56422441535062
229,0f3c5a7d9fa33c4f74421382e1c239d6,2021-04-12,0.0
230,0f3c5a7d9fa33c4f74421382e1c239d6,2021-04-19,0.0
231,0f3c5a7d9fa33c4f74421382e1c239d6,2021-04-26,0.0
232,0f3c5a7d9fa33c4f74421382e1c239d6,2021-05-03,35.661343470006436
233,0f3c5a7d9fa33c4f74421382e1c239d6,2021-05-10,0.0
234,0f3c5a7d9fa33c4f74421382e1c239d6,2021-05-17,0.0
235,0f3c5a7d9fa33c4f74421382e1c239d6,2021-05-24,0.0
236,0f3c5a7d9fa33c4f74421382e1c239d6,2021-05-31,0.0
237,0f3c5a7d9fa33c4f74421382e1c239d6,2021-06-07,0.0
238,04de458c5d8e1a1b78966b0256e45682,2021-03-08,1749.585440797102
239,04de458c5d8e1a1b78966b0256e45682,2021-03-15,0.0
240,04de458c5d8e1a1b78966b0256e45682,2021-03-22,320.20798425214497
241,04de458c5d8e1a1b78966b0256e45682,2021-03-29,1005.1507176894212
242,04de458c5d8e1a1b78966b0256e45682,2021-04-05,0.0
243,04de458c5d8e1a1b78966b0256e45682,2021-04-12,0.0
244,04de458c5d8e1a1b78966b0256e45682,2021-04-19,0.0
245,04de458c5d8e1a1b78966b0256e45682,2021-04-26,0.0
246,04de458c5d8e1a1b78966b0256e45682,2021-05-03,0.0
247,04de458c5d8e1a1b78966b0256e45682,2021-05-10,0.0
248,04de458c5d8e1a1b78966b0256e45682,2021-05-17,0.0
249,04de458c5d8e1a1b78966b0256e45682,2021-05-24,0.0
250,04de458c5d8e1a1b78966b0256e45682,2021-05-31,0.0
251,04de458c5d8e1a1b78966b0256e45682,2021-06-07,0.0
252,3727a973c3ed4236bb8b1f5f739d5897,2021-03-08,514.4484067430569
253,3727a973c3ed4236bb8b1f5f739d5897,2021-03-15,0.0
254,3727a973c3ed4236bb8b1f5f739d5897,2021-03-22,0.0
255,3727a973c3ed4236bb8b1f5f739d5897,2021-03-29,38.95539580180055
256,3727a973c3ed4236bb8b1f5f739d5897,2021-04-05,4.003625867555513
257,3727a973c3ed4236bb8b1f5f739d5897,2021-04-12,0.0
258,3727a973c3ed4236bb8b1f5f739d5897,2021-04-19,0.0
259,3727a973c3ed4236bb8b1f5f739d5897,2021-04-26,0.0
260,3727a973c3ed4236bb8b1f5f739d5897,2021-05-03,0.0
261,3727a973c3ed4236bb8b1f5f739d5897,2021-05-10,0.0
262,3727a973c3ed4236bb8b1f5f739d5897,2021-05-17,608.6183561211992
263,3727a973c3ed4236bb8b1f5f739d5897,2021-05-24,36.66240218876524
264,3727a973c3ed4236bb8b1f5f739d5897,2021-05-31,9.863259938743624
265,3727a973c3ed4236bb8b1f5f739d5897,2021-06-07,662.8286069273179
266,838eecdaaf49f8b5064e7d0655a9776c,2021-03-08,360.17059483315614
267,838eecdaaf49f8b5064e7d0655a9776c,2021-03-15,0.0
268,838eecdaaf49f8b5064e7d0655a9776c,2021-03-22,0.0
269,838eecdaaf49f8b5064e7d0655a9776c,2021-03-29,0.0
270,838eecdaaf49f8b5064e7d0655a9776c,2021-04-05,0.0
271,838eecdaaf49f8b5064e7d0655a9776c,2021-04-12,0.0
272,838eecdaaf49f8b5064e7d0655a9776c,2021-04-19,0.0
273,838eecdaaf49f8b5064e7d0655a9776c,2021-04-26,0.0
274,838eecdaaf49f8b5064e7d0655a9776c,2021-05-03,0.0
275,838eecdaaf49f8b5064e7d0655a9776c,2021-05-10,0.0
276,838eecdaaf49f8b5064e7d0655a9776c,2021-05-17,0.0
277,838eecdaaf49f8b5064e7d0655a9776c,2021-05-24,0.0
278,838eecdaaf49f8b5064e7d0655a9776c,2021-05-31,0.0
279,838eecdaaf49f8b5064e7d0655a9776c,2021-06-07,0.0
280,37a0ccb4cf0573f0d0d805dfb1534286,2021-03-08,137.37123093895673
281,37a0ccb4cf0573f0d0d805dfb1534286,2021-03-15,8.551616293417915
282,37a0ccb4cf0573f0d0d805dfb1534286,2021-03-22,10.172476147717106
283,37a0ccb4cf0573f0d0d805dfb1534286,2021-03-29,9.7569172434657
284,37a0ccb4cf0573f0d0d805dfb1534286,2021-04-05,0.0
285,37a0ccb4cf0573f0d0d805dfb1534286,2021-04-12,0.0
286,37a0ccb4cf0573f0d0d805dfb1534286,2021-04-19,0.0
287,37a0ccb4cf0573f0d0d805dfb1534286,2021-04-26,0.0
288,37a0ccb4cf0573f0d0d805dfb1534286,2021-05-03,0.0
289,37a0ccb4cf0573f0d0d805dfb1534286,2021-05-10,0.0
290,37a0ccb4cf0573f0d0d805dfb1534286,2021-05-17,0.0
291,37a0ccb4cf0573f0d0d805dfb1534286,2021-05-24,0.0
292,37a0ccb4cf0573f0d0d805dfb1534286,2021-05-31,0.0
293,37a0ccb4cf0573f0d0d805dfb1534286,2021-06-07,0.0
294,bd7e978db4fc16386b95cdbedd7465d2,2021-03-08,110.15600302416411
295,bd7e978db4fc16386b95cdbedd7465d2,2021-03-15,1.8989898309235367
296,bd7e978db4fc16386b95cdbedd7465d2,2021-03-22,9.627402854229375
297,bd7e978db4fc16386b95cdbedd7465d2,2021-03-29,4.733182877452357
298,bd7e978db4fc16386b95cdbedd7465d2,2021-04-05,1.1302391218155101
299,bd7e978db4fc16386b95cdbedd7465d2,2021-04-12,23.949360137158422
300,bd7e978db4fc16386b95cdbedd7465d2,2021-04-19,0.0
301,bd7e978db4fc16386b95cdbedd7465d2,2021-04-26,0.0
302,bd7e978db4fc16386b95cdbedd7465d2,2021-05-03,0.0
303,bd7e978db4fc16386b95cdbedd7465d2,2021-05-10,22.94238502541043
304,bd7e978db4fc16386b95cdbedd7465d2,2021-05-17,18.085656700170357
305,bd7e978db4fc16386b95cdbedd7465d2,2021-05-24,27.423665458100615
306,bd7e978db4fc16386b95cdbedd7465d2,2021-05-31,0.0
307,bd7e978db4fc16386b95cdbedd7465d2,2021-06-07,0.0
308,6b0b999b517268be117ee18a67d0bf34,2021-03-08,183.69156521915195
309,6b0b999b517268be117ee18a67d0bf34,2021-03-15,70.79545552400849
310,6b0b999b517268be117ee18a67d0bf34,2021-03-22,0.0
311,6b0b999b517268be117ee18a67d0bf34,2021-03-29,0.0
312,6b0b999b517268be117ee18a67d0bf34,2021-04-05,0.0
313,6b0b999b517268be117ee18a67d0bf34,2021-04-12,0.0
314,6b0b999b517268be117ee18a67d0bf34,2021-04-19,0.0
315,6b0b999b517268be117ee18a67d0bf34,2021-04-26,0.0
316,6b0b999b517268be117ee18a67d0bf34,2021-05-03,0.0
317,6b0b999b517268be117ee18a67d0bf34,2021-05-10,0.0
318,6b0b999b517268be117ee18a67d0bf34,2021-05-17,0.0
319,6b0b999b517268be117ee18a67d0bf34,2021-05-24,0.0
320,6b0b999b517268be117ee18a67d0bf34,2021-05-31,0.0
321,6b0b999b517268be117ee18a67d0bf34,2021-06-07,0.0
322,e7d59045f2b21d86f5d92cee320bc65a,2021-03-08,41.68495731148279
323,e7d59045f2b21d86f5d92cee320bc65a,2021-03-15,0.0
324,e7d59045f2b21d86f5d92cee320bc65a,2021-03-22,0.25713279835419467
325,e7d59045f2b21d86f5d92cee320bc65a,2021-03-29,3.4447582496463154
326,e7d59045f2b21d86f5d92cee320bc65a,2021-04-05,0.0
327,e7d59045f2b21d86f5d92cee320bc65a,2021-04-12,2.0380160936276424
328,e7d59045f2b21d86f5d92cee320bc65a,2021-04-19,0.08397914122256722
329,e7d59045f2b21d86f5d92cee320bc65a,2021-04-26,11.074831352530365
330,e7d59045f2b21d86f5d92cee320bc65a,2021-05-03,12.026978653781342
331,e7d59045f2b21d86f5d92cee320bc65a,2021-05-10,16.9887452201529
332,e7d59045f2b21d86f5d92cee320bc65a,2021-05-17,8.532776786792827
333,e7d59045f2b21d86f5d92cee320bc65a,2021-05-24,0.0
334,e7d59045f2b21d86f5d92cee320bc65a,2021-05-31,14.929416437797467
335,e7d59045f2b21d86f5d92cee320bc65a,2021-06-07,22.120089629576288
336,d4807afa555f1faebf978b79ef83b191,2021-03-08,26.183659535975714
337,d4807afa555f1faebf978b79ef83b191,2021-03-15,0.0
338,d4807afa555f1faebf978b79ef83b191,2021-03-22,0.0
339,d4807afa555f1faebf978b79ef83b191,2021-03-29,0.0
340,d4807afa555f1faebf978b79ef83b191,2021-04-05,0.0
341,d4807afa555f1faebf978b79ef83b191,2021-04-12,0.0
342,d4807afa555f1faebf978b79ef83b191,2021-04-19,0.0
343,d4807afa555f1faebf978b79ef83b191,2021-04-26,0.0
344,d4807afa555f1faebf978b79ef83b191,2021-05-03,0.0
345,d4807afa555f1faebf978b79ef83b191,2021-05-10,0.0
346,d4807afa555f1faebf978b79ef83b191,2021-05-17,0.0
347,d4807afa555f1faebf978b79ef83b191,2021-05-24,0.0
348,d4807afa555f1faebf978b79ef83b191,2021-05-31,0.0
349,d4807afa555f1faebf978b79ef83b191,2021-06-07,0.0
350,af87d37d2f29ff81351e3c820fb75367,2021-03-08,28.570627814178515
351,af87d37d2f29ff81351e3c820fb75367,2021-03-15,3.629168470149844
352,af87d37d2f29ff81351e3c820fb75367,2021-03-22,0.0
353,af87d37d2f29ff81351e3c820fb75367,2021-03-29,1.420215924814014
354,af87d37d2f29ff81351e3c820fb75367,2021-04-05,0.8580651177562548
355,af87d37d2f29ff81351e3c820fb75367,2021-04-12,0.9409164847335793
356,af87d37d2f29ff81351e3c820fb75367,2021-04-19,0.0
357,af87d37d2f29ff81351e3c820fb75367,2021-04-26,0.0
358,af87d37d2f29ff81351e3c820fb75367,2021-05-03,1.2315652593824824
359,af87d37d2f29ff81351e3c820fb75367,2021-05-10,0.1091762677543362
360,af87d37d2f29ff81351e3c820fb75367,2021-05-17,1.2245752769640847
361,af87d37d2f29ff81351e3c820fb75367,2021-05-24,1.1421765178423873
362,af87d37d2f29ff81351e3c820fb75367,2021-05-31,1.6678938589595513
363,af87d37d2f29ff81351e3c820fb75367,2021-06-07,9.259041327969078
364,99c4a089d55d1f1108d8ce669343ac37,2021-03-08,196.12767042426722
365,99c4a089d55d1f1108d8ce669343ac37,2021-03-15,4.506491651068657
366,99c4a089d55d1f1108d8ce669343ac37,2021-03-22,37.10419878952901
367,99c4a089d55d1f1108d8ce669343ac37,2021-03-29,0.0
368,99c4a089d55d1f1108d8ce669343ac37,2021-04-05,0.0
369,99c4a089d55d1f1108d8ce669343ac37,2021-04-12,0.0
370,99c4a089d55d1f1108d8ce669343ac37,2021-04-19,193.53378552333263
371,99c4a089d55d1f1108d8ce669343ac37,2021-04-26,290.0866565453276
372,99c4a089d55d1f1108d8ce669343ac37,2021-05-03,0.0
373,99c4a089d55d1f1108d8ce669343ac37,2021-05-10,0.0
374,99c4a089d55d1f1108d8ce669343ac37,2021-05-17,0.0
